R2	RMSE	NRMSE	Sampling
0.5505258386617615	6.943073915437875	128.81398729940398	2
0.5490070608723591	6.916701129879952	128.3246962871976	3
0.5512890301864951	6.934974697692391	128.66372351933936	4
0.5511806463797003	6.93985788637725	128.75432071200834	5
0.5530874893689007	6.947304617121582	128.89247898184752	6
0.551289580265496	6.937720945830493	128.71467431967517	7
0.5500833406582535	6.941717572192339	128.78882323176882	8
0.5522570685562239	6.945023358000594	128.85015506494605	9
0.5529666417345953	6.943946016461191	128.83016728128368	10
0.5526841527166693	6.950149992698634	128.94526888123625	11
0.5523009555286261	6.925371874549737	128.48556353524557	12
0.553392664119476	6.906664317549287	128.1384845556454	13
0.5518148675599482	6.945216736025398	128.85374278340257	14
0.5511365294189624	6.983375422420378	129.56169614880105	15
0.5537728374596774	6.90002939281383	128.01538762177793	16
0.5516945008682738	6.936884429473767	128.69915453569138	17
0.5513995037770009	6.935018684585154	128.66453960269303	18
0.5530903935096301	6.902522849728911	128.06164841797607	19
0.5526655909307213	6.934716469637456	128.65893264633496	20
0.5496136525225542	7.034985591389983	130.5192131983299	21
0.5585489922878577	6.7670787734317726	125.54877130671191	22
0.5510023203411105	7.137386840523043	132.41905084458335	23
0.5297597852492172	7.456844961689943	138.34591765658521	24
0.5522574525116614	6.603499245273487	122.5139006544246	25
0.5910282189562123	6.40245162055994	118.78388906419183	26
0.5539841639808604	7.091639614715714	131.57030825075535	27
0.5449131529147406	7.671056413159455	142.32015608830156	28
0.5082597314665691	8.430569160950904	156.4113016874008	29
0.5071793046452795	6.930593360720293	128.58243711911487	30
0.595294352114265	5.665588239050087	105.11295434230216	31
0.6259083100359358	5.940852717190475	110.21990198869153	32
0.563570584637256	6.7106978505678985	124.50274305320777	33
0.569118609169845	7.138758913318643	132.44450674060562	34
0.5363988519292788	8.330413179961285	154.55312022191623	35
0.45957444798603575	9.873835798889084	183.18804821686612	36
0.4020849427424107	10.105419427373183	187.48459048929837	37
0.39350367242238604	7.459648643337976	138.39793401369158	38
0.5587246779416933	4.99345139730838	92.64288306694581	39
0.6726194692684978	4.580477946206796	84.98103796302031	40
0.6417712680093833	5.217399248241953	96.79775970764288	41
0.5594934062839437	6.290802927662278	116.71248474327045	42
0.6568945470580267	5.724771401719885	106.21097220259527	43
0.635698297319262	6.375498849087495	118.28383764540806	44
0.6058818140869	7.170384100002443	133.0312448980045	45
0.551988642147052	8.09206142606642	150.1310097600449	46
0.4896920366723231	9.275197530102776	172.08158682936505	47
0.41264847953448447	10.79043791106644	200.19365326653875	48
0.334508388885232	11.889856945616357	220.59103795206596	49
0.27055196158001	12.434910193977075	230.70334311645777	50
0.7266558473984852	4.480956972879351	83.1346377157579	60
0.4492721853257431	9.975713594998547	185.07817430424018	70
0.013210889809412884	8.917288991725385	165.44135420640788	80
0.0017553035253830202	8.448683367680138	156.74737231317508	90
0.1964080305689399	5.513295244890946	102.28748135233666	100
