0.05627	0.034444	0.23045	0.3129
0.18088	0.079652	0.27747	1.6316
0.16212	0.068171	0.27895	2.425
0.91062	0.26976	0.73772	25.234
0.14788	0.067506	0.33576	12.226
0.19115	0.075585	0.3355	12.092
0.071631	0.13129	0.39569	37.504
0.075027	0.045926	0.26886	12.65
0.13309	0.060756	0.28445	5.7887
0.25928	0.13685	0.43123	12.293
0.10753	0.15385	0.37876	0.82696
0.062522	0.038272	0.26591	2.0339
0.25308	0.1204	0.40145	4.7047
1.1716	0.54457	0.7257	6.2134
6.2771	3.1577	2.6747	9.253
4.8257	2.2912	2.1006	19.579
0.16451	0.042018	0.37067	8.4931
4.0611	1.8208	2.2863	33.883
3.6742	1.6588	2.1283	19.042
1.2317	0.44097	0.91088	22.395
3.0597	1.4357	1.711	7.1032
1.286	0.56859	0.80385	5.4358
4.9004	2.2144	2.1622	1.6341
0.6312	0.31733	0.57144	6.2028
2.9182	1.2271	1.5643	25.745
10.797	4.9693	4.5617	22.81
1.1192	0.5401	1.0013	2.8346
2.2702	1.0445	1.4621	1.7341
3.2533	1.4851	1.9108	3.3793
17.558	9.4564	6.0799	0.2682
17.14	8.6554	5.9173	0.067051
19.205	9.8861	6.6092	0
9.2161	4.5782	3.7536	0.11175
8.9045	4.46	3.7578	0.2235
5.9166	2.8278	2.4698	0.20264
8.0756	3.8617	3.0066	0.1788
5.8287	2.9592	2.9759	0.50959
4.9093	2.3274	2.1908	0.3129
2.5211	1.2372	0.93193	0.40231
1.0709	0.63483	1.9655	0.35761
0.17725	0.093924	0.15199	0.23095
0.35429	0.21687	0.64176	0.53641
0.36439	0.24491	0.50431	0.14528
0.24909	0.16398	0.38525	0.2235
0.43747	0.22176	0.33335	0.20115
2.331	1.4637	2.5536	11.533
1.2982	0.73601	1.763	9.1189
4.19	2.047	2.6556	9.7224
15.925	8.2982	5.0988	0
13.562	6.4376	4.4882	0
13.535	6.4902	4.8466	0
11.761	5.6801	4.2054	0
1.7843	0.82299	1.5939	22.395
1.3413	0.46898	0.80639	14.853
1.2961	0.74736	1.0161	26.972
0.23751	0.43534	0.2986	30.134
0.65855	0.2708	0.82445	32.426
28.817	13.129	9.4474	0.044701
35.622	17.603	12.268	0.095361
30.893	14.492	9.9266	0.16688
19.112	9.3307	7.1585	0.083441
23.188	10.383	8.1228	0.075991
17.127	8.2403	7.1251	0
16.54	7.8718	5.5371	0.24585
10.985	4.96	3.7367	0.21456
6.235	2.9433	2.8618	0.17731
0.50615	0.24079	0.95802	20.026
2.3996	1.05	2.2593	21.784
7.0932	3.0406	4.2067	21.576
33.092	17.117	10.522	0.45893
35.312	18.451	10.668	0.50065
31.332	15.957	9.6286	0.37996
26.576	13.092	8.8559	0.42913
23.759	12.224	8.1497	1.0967
17.963	9.2246	7.2614	1.5645
0.75027	0.45926	1.1699	30.422
5.3761	2.5775	2.6837	14.519
1.0049	0.44251	1.2707	30.396
0.19426	0.14998	0.80534	23.84
1.0078	0.32581	1.28	23.101
1.1647	0.54728	1.4286	20.932
