400	0.13122	0.075509	0.11298	0.052602	0.059293	0.060534	0.050003	0.06223	0.058884	0.056105	0.12218	0.098401	0.094842	0.066222	0.048306	0.051286	0.068077	0.048306	0.05035	0.05358	0.051642	0.086696	0.05236	0.088512	0.049204	0.048084	0.098855	0.053703	0.057544	0.049431	0.04592	0.049545	0.050816	0.047863	0.053456	0.053333	0.056105	0.060395	0.062951	0.081846	0.077268	0.063387	0.059979	0.051168	0.088308	0.051523	0.053211	0.042364	0.067	0.071	0.068	0.065	0.052	0.051051	0.053211	0.049545	0.052602	0.05902	0.055081	0.05821	0.062661	0.054954	0.058345	0.05728	0.058884	0.066681	0.050699	0.055847	0.056364	0.067453	0.063387	0.064714	0.066681	0.063533	0.063387	0.058884	0.057016	0.055208	0.053951	0.054325	0.056105
401	0.13384	0.077471	0.11605	0.052481	0.059844	0.061382	0.050351	0.063398	0.059919	0.056824	0.12447	0.1012	0.096735	0.066605	0.048417	0.051345	0.069354	0.04814	0.05035	0.053641	0.052001	0.087299	0.052785	0.090278	0.049489	0.048139	0.09989	0.054329	0.058282	0.049318	0.045973	0.049659	0.050992	0.048029	0.053766	0.053089	0.056364	0.060674	0.063462	0.08232	0.079369	0.065034	0.061392	0.052436	0.089545	0.051701	0.053028	0.042364	0.067	0.0715	0.068	0.065	0.05218	0.051346	0.052967	0.049374	0.052541	0.05902	0.055528	0.058077	0.062734	0.054954	0.058547	0.056952	0.058817	0.066989	0.050758	0.055783	0.056364	0.067531	0.06346	0.06464	0.066681	0.063387	0.063241	0.058614	0.056885	0.054955	0.054013	0.054263	0.055976
402	0.13646	0.079433	0.11912	0.05236	0.060395	0.06223	0.050699	0.064565	0.060954	0.057544	0.12677	0.10399	0.098628	0.066988	0.048529	0.051404	0.070632	0.047973	0.05035	0.053703	0.05236	0.087902	0.053211	0.092045	0.049774	0.048195	0.10093	0.054954	0.05902	0.049204	0.046026	0.049774	0.051168	0.048195	0.054075	0.052845	0.056624	0.060954	0.063973	0.082794	0.08147	0.066681	0.062806	0.053703	0.090782	0.05188	0.052845	0.042364	0.067	0.072	0.068	0.065	0.05236	0.051642	0.052723	0.049204	0.052481	0.05902	0.055976	0.057943	0.062806	0.054954	0.058749	0.056624	0.058749	0.067298	0.050816	0.055719	0.056364	0.067608	0.063533	0.064565	0.066681	0.063241	0.063096	0.058345	0.056754	0.054702	0.054075	0.0542	0.055847
403	0.13902	0.081305	0.12179	0.052663	0.061241	0.062955	0.050875	0.065623	0.06217	0.058418	0.1293	0.10644	0.10001	0.067611	0.048473	0.051404	0.072042	0.048029	0.05035	0.053952	0.052908	0.088411	0.053581	0.093662	0.050004	0.048474	0.10175	0.055724	0.059917	0.049261	0.04592	0.049716	0.051286	0.04853	0.054389	0.052663	0.057018	0.061165	0.064794	0.083661	0.083489	0.068656	0.06459	0.05536	0.092269	0.05206	0.053647	0.042511	0.067	0.0715	0.068	0.065	0.0523	0.052001	0.053028	0.049432	0.052846	0.059088	0.055847	0.057876	0.062878	0.054765	0.058681	0.057018	0.058749	0.067687	0.050875	0.055591	0.056234	0.067843	0.063533	0.064491	0.066681	0.063168	0.063096	0.058547	0.056951	0.054639	0.054013	0.0542	0.055719
404	0.14158	0.083176	0.12445	0.052966	0.062087	0.06368	0.051051	0.066681	0.063387	0.059293	0.13183	0.10889	0.10139	0.068234	0.048417	0.051404	0.073451	0.048084	0.05035	0.0542	0.053456	0.08892	0.053951	0.09528	0.050234	0.048753	0.10257	0.056494	0.060814	0.049317	0.045814	0.049659	0.051404	0.048865	0.054702	0.052481	0.057412	0.061376	0.065615	0.084528	0.085507	0.070632	0.066374	0.057016	0.093756	0.05224	0.05445	0.042658	0.067	0.071	0.068	0.065	0.05224	0.05236	0.053333	0.049659	0.053211	0.059156	0.055719	0.05781	0.062951	0.054576	0.058614	0.057412	0.058749	0.068077	0.050933	0.055463	0.056105	0.068077	0.063533	0.064417	0.066681	0.063096	0.063096	0.058749	0.057148	0.054576	0.053951	0.0542	0.05559
405	0.14509	0.085742	0.12753	0.053089	0.063401	0.064723	0.051227	0.067932	0.065342	0.060334	0.13414	0.11212	0.10329	0.06855	0.048754	0.051702	0.075182	0.048251	0.050642	0.054451	0.053891	0.089643	0.054263	0.09684	0.050408	0.048809	0.10364	0.057419	0.061593	0.049317	0.045867	0.049831	0.051642	0.048922	0.055082	0.05224	0.057544	0.06166	0.066379	0.085116	0.087832	0.07307	0.068341	0.058845	0.09507	0.052542	0.054702	0.042658	0.0665	0.071	0.068	0.0645	0.052	0.052724	0.053395	0.049889	0.053272	0.058818	0.055591	0.05781	0.062662	0.054892	0.058412	0.057412	0.059433	0.068234	0.050933	0.055526	0.056234	0.067921	0.06346	0.064417	0.066451	0.062951	0.063023	0.058953	0.057214	0.054702	0.054076	0.0542	0.055463
406	0.14859	0.088308	0.13062	0.053211	0.064714	0.065766	0.051404	0.069183	0.067298	0.061376	0.13646	0.11535	0.1052	0.068865	0.049091	0.052	0.076913	0.048417	0.050933	0.054702	0.054325	0.090365	0.054576	0.098401	0.050582	0.048865	0.10471	0.058345	0.062373	0.049317	0.04592	0.050003	0.05188	0.048978	0.055463	0.052	0.057677	0.061944	0.067143	0.085704	0.090157	0.075509	0.070307	0.060674	0.096383	0.052845	0.054954	0.042658	0.066	0.071	0.068	0.064	0.051761	0.053088	0.053456	0.050119	0.053333	0.058479	0.055463	0.05781	0.062373	0.055208	0.05821	0.057412	0.060117	0.068391	0.050933	0.05559	0.056364	0.067764	0.063387	0.064417	0.066222	0.062806	0.062951	0.059156	0.05728	0.054828	0.0542	0.0542	0.055335
407	0.15156	0.090709	0.13369	0.053457	0.065621	0.066765	0.051523	0.070564	0.069374	0.062601	0.13886	0.11848	0.10717	0.069748	0.049147	0.05206	0.078448	0.048417	0.050933	0.055018	0.05483	0.090678	0.055019	0.099896	0.050816	0.049035	0.10556	0.059439	0.063321	0.049374	0.045867	0.049889	0.05218	0.049261	0.055719	0.051761	0.057877	0.061873	0.067846	0.0861	0.093049	0.078303	0.072648	0.06262	0.097619	0.052966	0.055789	0.042905	0.0665	0.071	0.068	0.064	0.05194	0.053644	0.053518	0.050292	0.053395	0.058954	0.055145	0.05781	0.062445	0.055018	0.058143	0.057148	0.060048	0.06847	0.050992	0.055526	0.056364	0.067686	0.063314	0.064195	0.066145	0.062518	0.062662	0.059156	0.057017	0.054954	0.0542	0.054138	0.055463
408	0.15453	0.093111	0.13677	0.053703	0.066527	0.067764	0.051642	0.071945	0.07145	0.063826	0.14125	0.12162	0.10914	0.070632	0.049204	0.052119	0.079983	0.048417	0.050933	0.055335	0.055335	0.090991	0.055463	0.10139	0.051051	0.049204	0.10641	0.060534	0.064269	0.049431	0.045814	0.049774	0.052481	0.049545	0.055976	0.051523	0.058076	0.061802	0.068549	0.086497	0.09594	0.081096	0.074989	0.064565	0.098855	0.053088	0.056624	0.043152	0.067	0.071	0.068	0.064	0.052119	0.0542	0.05358	0.050466	0.053456	0.059429	0.054828	0.05781	0.062517	0.054828	0.058076	0.056885	0.059979	0.068549	0.051051	0.055463	0.056364	0.067608	0.063241	0.063973	0.066069	0.06223	0.062373	0.059156	0.056754	0.055081	0.0542	0.054075	0.05559
409	0.1578	0.095643	0.13967	0.053765	0.068095	0.068794	0.051821	0.073467	0.073917	0.0651	0.14357	0.12493	0.11093	0.070959	0.049489	0.05224	0.081772	0.048641	0.051228	0.055591	0.056045	0.090991	0.056043	0.10293	0.051406	0.049318	0.10691	0.061815	0.065552	0.049374	0.045814	0.049889	0.052541	0.049774	0.05617	0.051287	0.058076	0.062088	0.069186	0.086998	0.098317	0.084197	0.077486	0.066636	0.099774	0.053211	0.056689	0.043102	0.067	0.071	0.068	0.064	0.052482	0.054895	0.05358	0.050817	0.053766	0.059022	0.055018	0.05781	0.062589	0.054828	0.058143	0.057215	0.060396	0.068866	0.051051	0.055526	0.056429	0.067531	0.063241	0.063827	0.065918	0.062158	0.062373	0.059224	0.05682	0.055272	0.054325	0.054389	0.055655
