10.041	4.9868	5.1329	0.52151
0.42725	0.20112	0.51449	0.40417
2.9517	0.93232	3.7114	11.499
2.3073	0.54248	4.4708	12.099
3.7914	0.89404	5.4339	15.489
9.3501	2.9182	7.8843	22.816
0.69451	0.16624	1.4235	1.0728
0.73075	0.13089	1.7648	0.55876
2.3711	0.78402	2.2653	12.248
5.0959	1.6434	4.0316	4.002
7.33	3.2144	5.3505	10.884
7.0321	1.5298	5.543	12.717
6.6307	1.777	4.4733	2.0962
7.6108	3.4549	5.7108	9.4334
7.5158	4.6988	4.9026	9.0717
0.13294	0.11848	1.0455	2.1232
0.029211	0.037296	0.41811	1.6762
0.15374	0.099467	0.7562	11.594
0.10788	0.084427	0.73442	15.002
0.12824	0.10678	0.93296	22.639
10.974	4.0746	3.1669	15.81
0.11883	0.083376	1.0398	1.2758
0.028216	0.070201	0.55722	3.753
