400	0.050582	0.047424	0.047973	0.047534	0.040738	0.043053	0.043451	0.043853	0.041591	0.044259	0.042954	0.045604	0.043152	0.044978	0.043	0.045	0.048	0.048	0.046	0.044	0.049	0.051	0.052	0.05	0.05	0.059	0.052	0.049	0.049	0.046881	0.057943	0.05188	0.052602	0.063241	0.05821	0.052	0.053088	0.05224	0.057016	0.05902	0.051642	0.049204	0.060534	0.061094	0.047643	0.050816	0.049431	0.035645
401	0.050699	0.047479	0.047918	0.047588	0.040691	0.043003	0.043401	0.043752	0.041496	0.044259	0.042855	0.045709	0.043202	0.045134	0.043	0.0455	0.048	0.048	0.046	0.044	0.049	0.051	0.052	0.05	0.05	0.0595	0.052	0.049	0.0495	0.046935	0.058077	0.05212	0.052784	0.063534	0.05821	0.05194	0.05315	0.05224	0.057347	0.059088	0.051821	0.049432	0.061239	0.061591	0.047974	0.050992	0.049374	0.035935
402	0.050816	0.047534	0.047863	0.047643	0.040644	0.042954	0.043351	0.043652	0.0414	0.044259	0.042756	0.045814	0.043251	0.04529	0.043	0.046	0.048	0.048	0.046	0.044	0.049	0.051	0.052	0.05	0.05	0.06	0.052	0.049	0.05	0.046989	0.05821	0.05236	0.052966	0.063826	0.05821	0.05188	0.053211	0.05224	0.057677	0.059156	0.052	0.049659	0.061944	0.062087	0.048306	0.051168	0.049317	0.036224
403	0.051051	0.047698	0.047863	0.048424	0.040691	0.042954	0.043202	0.043601	0.041305	0.044157	0.042707	0.045867	0.043202	0.045605	0.043	0.046	0.048	0.048	0.046	0.044	0.049	0.051	0.052	0.05	0.05	0.0605	0.052	0.049	0.05	0.047207	0.05848	0.052724	0.053089	0.064196	0.058412	0.052362	0.053334	0.05218	0.058078	0.059224	0.05224	0.049432	0.062812	0.062446	0.048925	0.051346	0.049603	0.036689
404	0.051286	0.047863	0.047863	0.049204	0.040738	0.042954	0.043053	0.043551	0.04121	0.044055	0.042658	0.04592	0.043152	0.04592	0.043	0.046	0.048	0.048	0.046	0.044	0.049	0.051	0.052	0.05	0.05	0.061	0.052	0.049	0.05	0.047424	0.058749	0.053088	0.053211	0.064565	0.058614	0.052845	0.053456	0.052119	0.058479	0.059293	0.052481	0.049204	0.06368	0.062806	0.049545	0.051523	0.049888	0.037154
405	0.051405	0.047973	0.047753	0.048533	0.040644	0.042954	0.043102	0.043551	0.04121	0.044106	0.042658	0.045867	0.043402	0.046079	0.043	0.0455	0.048	0.0485	0.046	0.044	0.049	0.0515	0.052	0.05	0.05	0.0615	0.052	0.049	0.05	0.047534	0.059021	0.053334	0.053457	0.06509	0.058681	0.052966	0.053395	0.05206	0.058682	0.059361	0.052602	0.049035	0.064798	0.063243	0.050122	0.051701	0.049946	0.037586
406	0.051523	0.048084	0.047643	0.047863	0.040551	0.042954	0.043152	0.043551	0.04121	0.044157	0.042658	0.045814	0.043652	0.046238	0.043	0.045	0.048	0.049	0.046	0.044	0.049	0.052	0.052	0.05	0.05	0.062	0.052	0.049	0.05	0.047643	0.059293	0.05358	0.053703	0.065615	0.058749	0.053088	0.053333	0.052	0.058884	0.059429	0.052723	0.048865	0.065917	0.06368	0.050699	0.05188	0.050003	0.038019
407	0.051821	0.048251	0.047643	0.047973	0.040644	0.042904	0.043053	0.043551	0.041115	0.044056	0.042756	0.045814	0.043601	0.046668	0.0425	0.0455	0.048	0.049	0.046	0.044	0.049	0.052	0.052	0.05	0.05	0.063	0.052	0.049	0.05	0.048254	0.059636	0.054015	0.054077	0.066224	0.058953	0.053396	0.053457	0.05206	0.059363	0.059773	0.052906	0.048865	0.066841	0.064271	0.051349	0.052241	0.050177	0.038597
408	0.052119	0.048417	0.047643	0.048084	0.040738	0.042855	0.042954	0.043551	0.04102	0.043954	0.042855	0.045814	0.043551	0.047098	0.042	0.046	0.048	0.049	0.046	0.044	0.049	0.052	0.052	0.05	0.05	0.064	0.052	0.049	0.05	0.048865	0.059979	0.05445	0.05445	0.066834	0.059156	0.053703	0.05358	0.052119	0.059841	0.060117	0.053088	0.048865	0.067764	0.064863	0.052	0.052602	0.05035	0.039174
409	0.05224	0.048698	0.047698	0.048195	0.040785	0.042756	0.043053	0.043501	0.041163	0.044005	0.042855	0.04592	0.043803	0.047425	0.0425	0.046	0.048	0.049	0.046	0.0445	0.049	0.0525	0.052	0.05	0.05	0.0645	0.052	0.0495	0.05	0.049035	0.060187	0.054829	0.05502	0.067299	0.05943	0.054139	0.053765	0.05218	0.060257	0.060326	0.053458	0.048809	0.068955	0.065543	0.052605	0.052968	0.050525	0.039956
410	0.05236	0.048978	0.047753	0.048306	0.040832	0.042658	0.043152	0.043451	0.041305	0.044055	0.042855	0.046026	0.044055	0.047753	0.043	0.046	0.048	0.049	0.046	0.045	0.049	0.053	0.052	0.05	0.05	0.065	0.052	0.05	0.05	0.049204	0.060395	0.055208	0.05559	0.067764	0.059704	0.054576	0.053951	0.05224	0.060674	0.060534	0.053827	0.048753	0.070146	0.066222	0.053211	0.053333	0.050699	0.040738
411	0.052481	0.049091	0.047753	0.048473	0.040973	0.042707	0.043053	0.043551	0.041163	0.044055	0.042954	0.046132	0.044362	0.048085	0.043	0.046	0.048	0.049	0.046	0.045	0.049	0.053	0.052	0.0505	0.05	0.0655	0.052	0.05	0.05	0.049661	0.060956	0.055527	0.055912	0.068394	0.05998	0.054892	0.054138	0.052421	0.061025	0.060885	0.054076	0.048753	0.071211	0.066993	0.053831	0.053704	0.050993	0.041454
412	0.052602	0.049204	0.047753	0.048641	0.041115	0.042756	0.042954	0.043652	0.04102	0.044055	0.043053	0.046238	0.044668	0.048417	0.043	0.046	0.048	0.049	0.046	0.045	0.049	0.053	0.052	0.051	0.05	0.066	0.052	0.05	0.05	0.050119	0.061518	0.055847	0.056234	0.069024	0.060256	0.055208	0.054325	0.052602	0.061376	0.061235	0.054325	0.048753	0.072277	0.067764	0.05445	0.054075	0.051286	0.04217
413	0.052784	0.049318	0.047753	0.048809	0.041257	0.042756	0.043103	0.043752	0.041115	0.044106	0.043202	0.046238	0.044979	0.048811	0.043	0.046	0.048	0.049	0.046	0.045	0.049	0.053	0.052	0.051	0.0505	0.0665	0.052	0.05	0.05	0.050467	0.062017	0.056301	0.057089	0.069828	0.060605	0.055786	0.05464	0.052845	0.061732	0.061661	0.054576	0.048809	0.073204	0.068394	0.054956	0.054326	0.051405	0.042911
