0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46
14.436259305356634	14.452959679313947	14.470311004559298	14.510670509462201	14.553103672809037	14.615914863812113	14.683630271533607	14.758722446111056	14.835290295736437	14.914575699180723	14.985007345497506	15.043158544174307	15.09199704380801	15.12758501179266	15.155148314027358	15.16452589425176	15.162227356003765	15.151204197667484	15.134686886617347	15.107938950433624	15.07724437689748	15.04028711708581	15.003660657756432	14.962205665062703	14.923677325325864	14.900531207151317	14.885095456961452	14.862114982552054	14.848702555733851	14.827653371232106	14.80393540426956	14.77549088325384	14.747496087898936	14.71529877617784	14.684460178379675	14.654885059520902	14.614530100286897	14.588002842731523	14.557705099128025	14.52991236393285	14.506684352212114	14.481121360620664	14.46344986491391	14.446833366834326	14.436753486644555	14.428953752839371	14.435676061368843
12.681415915939585	12.690034545303543	12.703241572672443	12.733896529934208	12.762378635507417	12.810395287965216	12.86197955573975	12.922883731443237	12.979003098418984	13.044586132188165	13.097498187000665	13.142438823368499	13.17661583163063	13.204970650685997	13.219540632910784	13.222967243783994	13.216715100277682	13.206378272243859	13.194253333986671	13.174527621165803	13.151100206487149	13.131202274968016	13.10915673513732	13.09109223758132	13.085919998452724	13.080516660654466	13.078826468430634	13.070349118942447	13.06208991424746	13.051825487439913	13.036286480076907	13.010508992022835	12.98613139272224	12.959342629056607	12.93261085519357	12.899320803905171	12.864629390347629	12.837124631424244	12.808484457795148	12.784254090231737	12.758941666323032	12.734130417456026	12.721016992662975	12.708929345481993	12.696800235360671	12.694921135385812	12.692805671598228
23.722437874263232	23.71710157828734	23.72808643539759	23.742927828672567	23.78337679962006	23.836895499623726	23.91019869266665	23.992964932945963	24.08196685439783	24.165077573601394	24.23383934613889	24.273242635401584	24.316277591454014	24.33782432211464	24.34631854385081	24.364572145112255	24.370814261887393	24.370758959440174	24.37995239646876	24.377189729872363	24.374590851000644	24.360723465306272	24.344511054790722	24.318018233291774	24.291545755604027	24.271997394149874	24.245613041041818	24.217801799190127	24.190035481875256	24.155912828370464	24.132262642997297	24.095461943204192	24.05960683278451	24.02144449661164	23.98704736280752	23.954439913994857	23.916739823038366	23.88593336769289	23.856507547183835	23.818747822835412	23.790832302242432	23.795348198096043	23.78193688287612	23.75082219853651	23.738533315695648	23.721816827485245	23.716139010613787
23.720603384518792	23.718641659335816	23.721635293723637	23.741026249433535	23.768219525043804	23.81220254008891	23.867377253478388	23.94686065339076	24.024576481864795	24.10982536668536	24.182177213216395	24.248996867319615	24.308384905790525	24.352723874243523	24.39568975635879	24.425604580739023	24.449172172587318	24.464453729561804	24.47541802268084	24.47290439819304	24.464823444149147	24.442456244741134	24.422755657751996	24.390433926399982	24.360209393838044	24.32395008461273	24.296793301080424	24.260974291036916	24.222876782881517	24.186234724481068	24.15440769006814	24.111185393032596	24.07508771980319	24.03272335443449	24.0001661629111	23.96422979988756	23.919826017390523	23.892579759193133	23.863415558289685	23.832196428042003	23.79687039004277	23.790268540316582	23.772829976993478	23.75131662363978	23.738510929756288	23.72669432993729	23.71825964456825
15.979369345046104	15.999967933846753	16.03394143531527	16.083030767759404	16.137703381748366	16.207252540229984	16.279691280304643	16.360046782752534	16.435674671459996	16.50815510591971	16.569618454890197	16.6302748233158	16.67499380709505	16.71163761005476	16.74028088597724	16.7540909528194	16.761015482743424	16.767233514590757	16.760879169107216	16.750540778119557	16.734829096690383	16.713398085904455	16.685799066986736	16.652915010901346	16.61918409155628	16.579441860430773	16.541814589283184	16.49969198924485	16.457367600275468	16.415342296293108	16.375669545459605	16.322397441520543	16.28154040892971	16.23546994505531	16.194157027472517	16.158415819702817	16.1150598227225	16.08508332412268	16.05329156499738	16.02819921837674	16.006679471354374	15.996695612380972	15.979475798831677	15.97450253904724	15.960434507891831	15.96741659877484	15.97891238048073
14.660629908815565	14.675846231035143	14.697212072075187	14.737198279993175	14.786021604506665	14.848123735421417	14.917798682566522	14.994802110260297	15.060017272739787	15.13464289787223	15.197286542755398	15.245815733679894	15.285985969917327	15.31817160304645	15.338190311159046	15.346476242542261	15.340812277240524	15.33716617892618	15.325678670356808	15.307465536945662	15.287252199450084	15.262456722654143	15.239908416587365	15.204687138028017	15.188739332432268	15.178403079967545	15.16654126697781	15.147142265680374	15.13058773490941	15.104559486979612	15.079976780252785	15.047376251770654	15.010475889312668	14.973848397984176	14.934133697058913	14.893776645261795	14.850377898314601	14.818171500153994	14.783041789737863	14.755089203637738	14.72479775660148	14.700001695609563	14.681454213449282	14.668611735252934	14.65705097303131	14.653829396900473	14.660729311834926
21.91863848136721	21.911570649363213	21.92114362699125	21.94690579851634	21.992414626793227	22.05111528853024	22.112603200763445	22.19629593792901	22.254927600345734	22.32035226440701	22.36771269310225	22.408954493317477	22.438564261057866	22.459860501304746	22.477025351176437	22.489895476893814	22.49251417784908	22.502539395702318	22.510335702919733	22.509175492825186	22.514732149718604	22.51636864953872	22.515482662184567	22.500986353617662	22.499028697247933	22.486876277302667	22.480230121502576	22.45932928769123	22.445937932107597	22.423861736627064	22.4027339151611	22.372778012273173	22.334504570823448	22.303719365662516	22.260927474946378	22.22789222084198	22.18654128807377	22.148837601418897	22.112569694174926	22.08775635054525	22.057868028393464	22.042414950951322	22.015289685959594	21.979440563070664	21.95267021265989	21.933558772532482	21.917681385570695
20.50788194083384	20.50727597714202	20.52390481546172	20.5495987742097	20.59391005471682	20.647589597480742	20.70673960537547	20.765595354733694	20.831173270135153	20.89386605197226	20.952353223384197	20.995753881501873	21.042741761697783	21.08208352624443	21.119413511650432	21.15695897933678	21.182373275897376	21.216231624806483	21.245173761360764	21.259911984837505	21.269189000928673	21.27240990527083	21.263945963049213	21.245675483175575	21.22184272281074	21.19265858569999	21.16359070378852	21.127323312836626	21.09159441758217	21.045961342928134	21.00430840480017	20.95586281153225	20.903121088934927	20.862879767825103	20.814756829889955	20.770161687665347	20.72735586363039	20.6937936150914	20.658284705019888	20.62938544669809	20.60235159804361	20.587000932514478	20.557425434668	20.533410307869428	20.519304816340824	20.51033382736997	20.505952752503354
21.534339252939937	21.548414659401843	21.57142231933981	21.608503741742673	21.66432245683083	21.73280440646429	21.820979354472456	21.917446977147705	22.007347159726226	22.091165368633835	22.164106942835147	22.23508945464092	22.280655159774607	22.321301899810173	22.351814248498012	22.3785987989001	22.38668715530459	22.39688973735866	22.40064143733193	22.399229911177752	22.378650668036496	22.354383971958914	22.32976880816637	22.295491214752438	22.261826481085418	22.21997590657425	22.181857407933425	22.141814147649434	22.103019643662616	22.05399274516405	22.012692737646613	21.955946994207842	21.906293695737983	21.859092665187575	21.81275197841818	21.76292929348957	21.716910216257737	21.686173302258982	21.650338689638975	21.61786995211882	21.581589033899235	21.560327186881448	21.545091382891375	21.52667400953212	21.519662392900603	21.521545510702545	21.52023818128913
25.615596989858723	25.604893030928405	25.610934639981178	25.649137451674186	25.688468136606115	25.757308814385393	25.85931863070494	25.986045687745712	26.12495213541733	26.269765735059753	26.3692428337443	26.449231900585776	26.50249032798808	26.526386797885152	26.537047853255302	26.541487047663978	26.53429384720908	26.515427211656142	26.51033934987047	26.48774824398563	26.467806225868408	26.441046423738456	26.419677434259235	26.379455277249317	26.34810245043833	26.31622528358358	26.29473881875521	26.25556903734933	26.21799242827833	26.18021071965257	26.14279774902341	26.09198313444208	26.049122217042378	26.00090585251396	25.960762555427	25.911559964161523	25.867262845642447	25.82298992884803	25.78362795516064	25.743758327261258	25.699476881935407	25.724341478105043	25.6889235290955	25.65188822250141	25.63083233230527	25.607435131068847	25.60217992467037
